date_transaction,type_compte,anciennete_compte,age_client,statut_professionnel,revenus_mensuels,region,montant_transaction,type_transaction,categorie_marchand,pays_transaction,heure_transaction,jour_semaine,mode_paiement,nb_trans_24h,montant_total_24h,nb_pays_24h,distance_trans_precedente,temps_depuis_derniere_trans,montant_moyen_30j,ratio_montant_moyen,auth_3d_secure,ip_match_pays,appareil_connu,nb_tentatives_echouees,score_risque_marchand,is_fraud
2023-07-27 19:58:52,Courant,27.281067733824006,30.172303367719966,Salarié,3634.7359642313677,Hauts-de-France,77.77338503054239,Prélèvement,Autre,France,18,5,Mobile,3.0,523.9470723009345,1,13.358210857017765,663.7773211633896,981.9649608215298,0.0792017924605739,0,1,1,0.0,3.0,0
2023-04-29 19:12:00,Courant,20.298539583475012,25.792384614074198,Indépendant,4505.702037568127,Provence-Alpes-Côte d'Azur,134.82883447186103,Prélèvement,Autre,France,19,2,Carte physique,3.0,574.6395734009805,1,72.25041139053145,425.33639365509697,1500.8597972015077,0.08983439673929697,1,1,1,0.0,5.0,0
2023-06-06 07:00:31,Jeune,88.85594894678479,35.72728192923904,Retraité,2549.7687393913016,Pays de la Loire,77.5491085905474,Virement,Autre,France,15,2,Sans contact,4.0,292.61041321899745,1,19.545289845582314,1826.4083420227896,924.3012987920315,0.08390024842753793,1,1,1,0.0,1.0,0
2023-10-19 03:21:09,Courant,70.26860021608475,18.0,Salarié,4398.18812322964,Nouvelle-Aquitaine,42.80677333444633,Achat en ligne,Électronique,France,17,4,En ligne,1.0,30.890792277841364,1,36.13879348103059,635.748450064743,778.6547720444793,0.05497529183832071,0,1,1,0.0,7.0,0
2023-04-17 13:33:12,Épargne,66.4952204271291,18.0,Indépendant,4048.6885895131913,Bourgogne-Franche-Comté,113.31173007231287,Achat en magasin,Vêtements,France,18,5,Carte physique,3.0,252.96226305109263,1,10.969606592784464,1044.6276775452366,1420.2962098455223,0.07978035094850894,0,1,0,0.0,2.0,0
2023-10-10 23:19:55,Professionnel,26.215329784590967,24.82335190219124,Salarié,,Provence-Alpes-Côte d'Azur,55.09019583238576,Achat en magasin,Alimentation,Espagne,19,6,En ligne,2.0,89.37104613046986,1,27.511694130973904,1205.043557546637,903.8430330869509,0.06095106541257813,1,1,1,0.0,1.0,0
2023-06-02 02:15:25,Épargne,85.67330049133335,49.67859716597443,Salarié,3873.1978563638295,Île-de-France,72.85828059091503,Achat en ligne,Divertissement,France,17,5,En ligne,1.0,67.69286884280098,1,10.832093771171266,1362.2149223224633,651.0928250560966,0.11190152584562384,0,1,1,0.0,4.0,0
2023-02-28 05:02:23,Courant,45.510998135029695,20.42275681568613,Retraité,2543.9839526183687,Hauts-de-France,141.41815077153117,Achat en magasin,Autre,France,20,4,En ligne,3.0,113.3653896678449,1,33.86087613209647,824.0676965843721,957.4123772168523,0.1477087137547003,1,1,0,0.0,2.0,0
2023-12-25 21:32:05,Épargne,111.78650686232051,49.9335851086952,Indépendant,4535.117897154625,Grand Est,135.8631192797423,Achat en ligne,Voyage,Espagne,20,2,En ligne,-5.0,40.0186167843325,1,29.954096468296992,2302.958345724188,817.5663665672653,0.16617992720296693,1,1,1,1.0,1.0,0
2023-07-08 19:32:26,Professionnel,80.86398916352454,32.59601297567165,Salarié,2311.1234057114834,Provence-Alpes-Côte d'Azur,97.17144579953978,Achat en magasin,Autre,France,17,3,Carte physique,1.0,79.81145256929503,1,28.727993089093715,699.4465954935814,410.5572331386427,0.23668185080233523,1,1,1,0.0,5.0,0
2023-04-10 06:06:23,Courant,48.36444054340462,63.04179593563025,Salarié,3488.3449075306703,Grand Est,74.70840608305065,Achat en magasin,Vêtements,France,23,3,En ligne,0.0,0.0,1,,566.2773117764547,1193.967068028611,0.06257158014115378,1,1,1,0.0,2.0,0
2023-08-20 12:46:05,Courant,63.734158267604464,35.98757737661931,,3767.000574217088,Provence-Alpes-Côte d'Azur,79.39852019236328,Prélèvement,Autre,France,17,3,Sans contact,1.0,65.83930417485807,1,8.687938346488632,439.49957978615566,1158.8552714975508,0.06851461277796939,1,1,1,0.0,2.0,0
2023-03-11 11:23:14,Courant,59.8853374974343,38.07155343378521,Retraité,2763.297629035898,Île-de-France,89.16507298491948,Achat en magasin,Santé,France,13,6,En ligne,2.0,244.4075486859774,1,28.525616110986395,1737.7902254725398,642.1657927718505,0.13885054917056,1,1,0,0.0,1.0,0
2023-06-15 05:24:12,Courant,75.68066055668838,33.7452668587098,,2654.219675727335,Île-de-France,104.9648999958875,Achat en magasin,Alimentation,France,17,5,Carte physique,2.0,189.44451704244503,1,4.589872552891761,988.0195059661395,787.506736707347,0.13328762168404729,1,1,1,0.0,4.0,0
2023-03-25 23:48:26,Courant,43.168164743098636,34.058544568336714,Salarié,3835.4073144413233,Nouvelle-Aquitaine,66.9487339469367,Achat en magasin,Alimentation,Belgique,17,0,Carte physique,4.0,694.5599272173929,1,3.9477574399922566,981.8308562219412,1018.5920352605117,0.06572674007785081,1,1,0,0.0,5.0,0
2023-03-01 17:12:07,Épargne,80.83242010013294,46.31859122859242,Salarié,4727.122586946493,Bourgogne-Franche-Comté,75.51853715916009,Achat en ligne,Divertissement,France,12,4,Sans contact,3.0,131.6892412946002,1,60.59326349569213,426.33032913407897,1291.7909707323229,0.05846033829788131,1,1,1,0.0,3.0,0
2023-08-11 10:56:29,Courant,34.242344349774285,49.302857604630546,Retraité,1545.8203827999566,Occitanie,74.44475226411384,Virement,Autre,France,21,4,Carte physique,3.0,129.68465867656772,1,1.8224664859581,599.5425523461688,291.98447115555024,0.2549613408188908,1,1,1,1.0,7.0,0
2023-12-30 03:34:56,Épargne,58.478033896523215,44.31422975443704,,378.45174171381825,Occitanie,156.77932120135935,Prélèvement,Autre,France,9,2,Sans contact,2.0,26.882299164883015,1,16.922457750113317,1697.310538376032,115.06518573116283,1.3625261212166904,1,1,1,0.0,,0
2023-09-05 21:58:32,Épargne,95.86022713532759,25.90281234833747,Salarié,3675.534952868269,Bretagne,91.23993749719538,Achat en ligne,Divertissement,Espagne,19,0,Carte virtuelle,2.0,265.4788558660781,1,34.41742438495162,1014.8059820472657,697.529033483573,0.1308045014865236,1,1,1,1.0,6.0,0
2023-12-23 16:28:25,Courant,71.23449306962547,51.10119458396119,Retraité,3081.1319490254864,Bourgogne-Franche-Comté,63.12138080733436,Achat en ligne,Divertissement,France,19,1,Carte physique,0.0,0.0,1,35.66679498226139,1384.360428609331,1176.4567296491305,0.053653805717240315,0,1,1,0.0,6.0,0
2023-07-03 15:49:48,Épargne,46.562256087640854,26.851006358484607,Indépendant,1772.9098582633565,Île-de-France,83.18483499204659,Achat en ligne,Santé,France,22,1,Carte physique,3.0,426.2264865299792,1,13.03680271847444,969.6652726313604,632.8427780065564,0.13144628947821346,1,1,1,0.0,2.0,0
2023-07-03 01:45:49,Courant,67.95259727492238,28.682027945652436,Retraité,2257.9276514891408,Île-de-France,53.58062173502758,Prélèvement,Autre,France,17,3,Sans contact,4.0,8.762498080993407,1,17.535163708235917,1085.3851057483485,368.6172536373066,0.14535570759730942,1,0,1,0.0,7.0,0
2023-03-31 01:56:30,Jeune,51.46893356025758,36.49846642336003,Indépendant,3901.1834626313384,Grand Est,81.23598311340984,Achat en ligne,Alimentation,France,9,2,Carte physique,3.0,210.845877351806,1,13.215474582897684,660.2068107827705,933.7423410014695,0.08700042779069177,0,1,1,0.0,2.0,0
2023-06-18 05:52:34,Courant,44.22379443171893,56.627012937755815,Retraité,2298.8493876925513,Hauts-de-France,173.7870668852448,Achat en ligne,Alimentation,France,20,6,Sans contact,1.0,53.050631747293515,1,,1279.4289168691603,,0.24526074229036793,1,1,1,0.0,4.0,0
2023-05-15 09:45:43,Épargne,31.730155921207402,27.920645830720332,Indépendant,4494.3653426971705,Provence-Alpes-Côte d'Azur,125.95664912162052,Achat en magasin,Électronique,France,9,6,Carte physique,2.0,89.48737025101694,1,9.078673913868935,738.0930910440306,1323.3564619703845,0.09517968343471112,1,1,1,0.0,1.0,0
2023-10-10 02:10:50,Professionnel,108.8748042633733,50.5128323815507,Salarié,3260.3482865143133,Normandie,125.20633284493044,Achat en ligne,Services,France,15,5,En ligne,3.0,76.21656900733848,1,40.143090615128145,1841.3953879696387,1110.7209317499783,0.11272528433191913,1,1,1,1.0,4.0,0
2023-10-06 18:27:42,Courant,46.9854392414765,18.0,Salarié,4140.688519511981,Occitanie,135.55367234713637,Prélèvement,Autre,France,8,4,En ligne,2.0,523.3686666443442,1,25.524122619540734,150.0663427553189,1074.7829443232306,0.12612190495122885,0,0,1,0.0,10.0,0
2023-07-23 21:29:57,Courant,43.53607172022311,52.583026115887584,Indépendant,4667.771914237965,Île-de-France,85.5837706111405,Virement,Autre,France,19,1,En ligne,1.0,63.11660114362189,1,10.834816407647876,823.3879245538383,1497.038383871809,0.05716872161273122,1,1,1,0.0,2.0,0
2023-02-22 02:14:22,Épargne,69.69644265202913,60.6781577045218,Indépendant,9534.301259725316,Provence-Alpes-Côte d'Azur,88.93537274503173,Achat en ligne,Divertissement,France,9,2,Mobile,4.0,293.39071607047197,1,10.719695014495889,582.8274547556767,1742.4319414266254,0.051040944917604886,1,1,1,0.0,4.0,0
2023-07-03 01:16:02,Courant,61.63408615948236,54.11617709460145,Salarié,4348.470218574775,Bretagne,84.77057044108184,Achat en magasin,Alimentation,France,15,2,Sans contact,2.0,72.23444615016382,2,46.79548403907504,1200.7996884058646,855.8849329836476,0.0990443541815468,1,1,1,0.0,4.0,0
2023-06-06 14:56:09,Professionnel,79.28576650423969,44.24537057857837,Retraité,2353.059867501217,Île-de-France,134.1207976353067,Virement,Autre,France,10,4,Carte physique,0.0,0.0,1,11.71560650082264,883.5550562240932,841.1829457024301,0.15944307753803674,1,1,1,0.0,4.0,0
2023-03-30 19:34:12,Jeune,65.54469195605161,34.5651189558409,Retraité,3018.3901725777173,Bretagne,66.78727189847366,Achat en ligne,Électronique,Allemagne,14,4,Carte physique,3.0,107.080063121462,1,37.42772148863873,1335.0341250418203,820.2289667295613,0.08142515639842572,1,1,1,2.0,,0
2023-08-17 18:37:17,Courant,51.43037735977166,30.881553060467596,Retraité,1592.685922842059,Bourgogne-Franche-Comté,270.2120300007178,Achat en magasin,Voyage,France,14,5,En ligne,2.0,78.6263134019664,1,11.515046017017507,379.4000899503609,338.5072959314907,0.7982458081358608,1,1,1,0.0,8.0,0
2023-02-07 02:01:50,Courant,50.286127792509724,32.306408854418656,Étudiant,376.2945570308281,Provence-Alpes-Côte d'Azur,28.213850892861675,Achat en magasin,Santé,France,12,6,Carte virtuelle,3.0,176.55609026523854,1,,764.9394362567452,63.05480486457857,0.4474496583322389,1,1,1,0.0,1.0,0
2023-03-28 09:21:59,Courant,111.14744186663131,35.981677337998406,Indépendant,4399.46885417733,Auvergne-Rhône-Alpes,118.16726571263601,Prélèvement,Autre,France,9,2,Carte physique,2.0,190.82967851455268,2,11.629719418566564,619.0670070210407,1180.8982903577203,0.10006557438307453,1,1,1,0.0,7.0,0
2023-02-13 14:12:44,Courant,6.325216080186775,49.2196711758577,Retraité,3148.1257912342726,Île-de-France,4986.603647333309,Achat en ligne,Divertissement,France,13,0,Carte physique,8.0,9113.273804809935,4,14246.082387029455,102.03821684178772,1776.6387028877502,2.8067629277849675,1,1,0,8.0,8.0,1
2023-10-20 13:49:35,Professionnel,92.6645548765336,43.18847306489322,Étudiant,355.52224951633576,Île-de-France,137.93605613475034,Achat en ligne,Autre,France,18,5,Sans contact,0.0,0.0,1,3.4484681463096463,1292.4575504273823,,2.5397099722948195,1,1,1,0.0,1.0,0
2023-02-26 09:58:55,Professionnel,129.67051353057022,56.7576202907423,Salarié,2697.2313935626007,Grand Est,128.69077139062574,Achat en magasin,Divertissement,France,9,6,En ligne,1.0,64.75079928179633,1,38.4304960361258,681.1078262888151,980.5017433267449,0.13124991593996638,1,1,1,1.0,3.0,0
2023-02-12 20:37:39,Courant,41.0768532435223,85.0,Indépendant,7417.574297317652,Île-de-France,228.86713267393074,Achat en ligne,Santé,France,21,4,En ligne,2.0,29.413705551601534,1,57.30606683169061,840.4211847804849,2339.4413006893274,0.09782982484172352,1,1,0,0.0,1.0,0
2023-03-19 05:56:46,Courant,34.077911663478716,69.7899923258878,Indépendant,4942.521872337798,Normandie,31.317623283074678,Virement,Autre,France,10,1,Carte physique,2.0,31.235258387505233,1,21.246892142854932,871.8271453701169,1467.4239600264975,0.02134190536353868,1,1,1,0.0,5.0,0
2023-02-08 13:16:59,Courant,62.20620844384903,44.766426966811025,Sans emploi,976.7887540428472,Nouvelle-Aquitaine,50.26714187955485,Retrait ATM,Autre,France,19,2,Sans contact,0.0,0.0,1,14.349954758494452,526.1058250589108,340.4297414958651,0.14765790338611,1,1,1,0.0,,0
2023-01-19 02:05:44,Courant,42.92142852041536,36.60268444961862,Salarié,3743.8282810433047,Bourgogne-Franche-Comté,34.277005888575644,Achat en magasin,Autre,Belgique,19,2,Sans contact,1.0,208.6302369602544,1,14.84960784141138,901.9455993443959,,0.028657606925133146,1,1,1,0.0,2.0,0
2023-11-13 12:51:26,Professionnel,65.09835367426422,57.49919212579362,Salarié,4382.619883473838,Bourgogne-Franche-Comté,39.8444380901322,Virement,Autre,France,1,4,Sans contact,2.0,109.54351552176279,1,13.700284657246177,1196.8632007542421,956.8811820482418,0.04163990141894484,1,1,1,1.0,5.0,0
2023-03-04 04:25:27,Courant,28.501379835308306,57.47628990592898,Indépendant,3239.157324182952,Pays de la Loire,150.6260217050492,Achat en magasin,Alimentation,France,11,4,En ligne,1.0,68.33334165886977,1,16.30781961835741,558.0780333557495,1015.706249078786,0.1482968346819391,1,1,1,,7.0,0
2023-12-17 02:26:00,Professionnel,33.03337932819314,53.0683123686638,Salarié,,Nouvelle-Aquitaine,77.12130381623456,Achat en ligne,Services,Espagne,17,2,En ligne,2.0,53.757172722623395,1,33.272153339037274,1220.9759395773751,748.1285947829792,0.10308562505702148,1,1,1,0.0,,0
2023-03-24 18:44:37,Épargne,39.991198688187936,67.12766083786275,Retraité,1963.0841749771876,Nouvelle-Aquitaine,60.3705907957697,Retrait ATM,Autre,France,15,6,Mobile,1.0,100.29349509155635,1,12.768915505431906,1310.228573799176,707.9568636103943,0.08527439156094274,1,1,1,0.0,2.0,0
2023-05-31 07:46:15,Épargne,29.363544463794987,30.83378979363291,Retraité,3312.9372384839603,Bourgogne-Franche-Comté,106.04344833497564,Achat en ligne,Divertissement,Royaume-Uni,14,3,En ligne,2.0,134.43255748724576,1,23.29155462342642,839.034887970118,866.8555266580945,0.12233116715976287,0,1,0,0.0,3.0,0
2023-12-04 06:41:58,Courant,92.70802524435686,49.29566743558007,Salarié,6647.8548312527455,Grand Est,109.54392026093791,Retrait ATM,Autre,Italie,10,5,En ligne,2.0,344.6812591137768,1,15.172767338129995,1098.897332343819,2299.9492560859917,0.04762884223252716,1,1,1,1.0,2.0,0
2023-04-13 07:15:11,Épargne,50.91943915090101,44.44524219273484,,,Nouvelle-Aquitaine,236.68807140114058,Achat en magasin,Alimentation,France,22,5,Carte physique,4.0,336.53400804168916,1,34.715250691050116,1033.3662934609847,1560.3264792556354,0.15169137648298725,0,1,1,1.0,1.0,0
2023-07-13 14:49:24,Épargne,42.759125621956,55.232216801341515,Salarié,3831.527324010321,Bretagne,107.8249929643435,Virement,Autre,France,14,5,Carte physique,0.0,0.0,1,26.51189300350196,1166.4172220605305,1338.9795259799653,0.08052773838003917,1,1,1,1.0,5.0,0
2023-07-15 01:19:36,Professionnel,32.03389230883025,38.08706805146276,Salarié,3987.1228048329513,Auvergne-Rhône-Alpes,82.94126453482944,Achat en magasin,Vêtements,France,14,4,En ligne,3.0,416.77233365058544,1,21.09383350434838,1119.2040460898872,1333.456238976594,0.062200214833060825,1,1,1,0.0,2.0,0
2023-02-18 20:57:11,Courant,101.581000916778,50.52405703054029,Salarié,4217.079535798503,Normandie,83.3769523572841,Virement,Autre,France,13,1,Sans contact,2.0,54.02059286839052,1,2.865942395229008,386.18282954898405,1297.0067862662181,0.06428412961300459,1,1,1,0.0,,0
2023-08-08 01:29:43,Courant,48.86023069535449,18.180149689472184,,2169.85152317161,Auvergne-Rhône-Alpes,33.79606065927217,Achat en magasin,Voyage,France,12,4,Carte physique,5.0,633.682362062653,1,13.619026655960331,788.162203627139,615.0338077183671,0.0549499234597326,1,1,1,0.0,6.0,0
2023-05-11 01:40:22,Épargne,45.82076140947595,44.70398231072144,Salarié,8180.304328936698,Grand Est,57.236314527132585,Achat en ligne,Électronique,France,14,4,Carte physique,500.0,310.27656693736094,1,7.145588240949424,889.7612621824135,,0.027974221195252245,1,1,1,1.0,1.0,0
2023-10-13 18:16:28,Courant,29.693369557982788,70.67907655634887,Salarié,3327.9711388280466,Hauts-de-France,70.4671467607524,Achat en ligne,Alimentation,Belgique,8,2,En ligne,2.0,223.64847061292596,1,,1106.2226372320395,1044.6835841032082,0.06745310047275586,0,1,0,,2.0,0
2023-02-23 15:28:00,Courant,33.65908285722022,37.20790071980675,Salarié,2843.085489944491,Hauts-de-France,79.6304981654864,Achat en magasin,Alimentation,France,15,3,Sans contact,4.0,546.7194934974013,1,12.953262030507995,1343.987488661057,884.9543017720242,0.08998261040828327,1,1,1,0.0,3.0,0
2023-03-15 17:02:47,Jeune,14.29026817317676,36.7791393136091,Salarié,3896.8726180539397,Nouvelle-Aquitaine,40.430738110457135,Achat en ligne,Voyage,États-Unis,1,3,En ligne,7.0,297.6900355664932,2,11724.083059716977,131.42896856451213,,0.007734105668734113,0,0,0,5.0,9.0,1
2023-12-26 03:26:03,Courant,33.7125996294048,61.04118006221324,Salarié,,Occitanie,118.16895705017834,Retrait ATM,Autre,France,10,0,Carte physique,2.0,174.66712854335321,1,19.02643404965124,1892.6016684805522,1197.0858683485824,0.09871385184188677,0,1,1,,3.0,0
2023-05-18 08:18:09,Courant,32.057389369933034,52.0646483796575,Retraité,,Grand Est,34.05797830117764,Achat en ligne,Électronique,France,10,4,Mobile,5.0,347.9610767529183,1,18.692338102931416,828.6998615843028,759.9815800438021,0.044814215496137004,0,1,1,1.0,7.0,0
2023-10-20 23:17:22,Courant,64.69669364716503,19.327742331117058,Salarié,2615.7825539194478,Hauts-de-France,135.28070171266694,Achat en magasin,Électronique,France,20,0,En ligne,1.0,105.17899876966119,1,14.047816758332502,596.2744830179644,859.5435158012912,0.15738668168132755,1,1,1,1.0,4.0,0
2023-11-04 02:43:29,Épargne,86.05026045415909,42.893662485461554,Retraité,2597.6659437217913,Auvergne-Rhône-Alpes,53.42512974713583,Retrait ATM,Autre,France,8,2,Sans contact,4.0,273.99672092562975,1,16.58811328226215,476.03726155022883,451.8711807917058,0.11823088530127492,1,1,0,0.0,6.0,0
2023-12-05 20:03:30,Courant,176.0158540653171,44.21150510919034,Retraité,1914.0486387158528,Auvergne-Rhône-Alpes,80.88243984980348,Achat en magasin,Électronique,Allemagne,12,3,Sans contact,4.0,537.4185988031495,1,,1045.614968927107,582.6707381257615,0.1388132860592462,1,1,1,0.0,3.0,0
2023-07-26 19:49:44,Épargne,43.79824678282257,65.50349707261327,Retraité,2826.5723926299825,Hauts-de-France,157.1625467263544,Achat en ligne,Autre,France,22,4,Carte virtuelle,0.0,0.0,1,32.01864643489475,694.182200780069,1038.0674911537913,0.1513991605224737,1,1,1,0.0,1.0,0
2023-08-02 01:56:33,Courant,18.255059701399492,62.68775370050763,Salarié,4334.962532990118,Île-de-France,52.942436131809266,Achat en magasin,Alimentation,France,11,1,Carte physique,4.0,194.3982963120794,1,,1198.6180099208668,675.8261846037758,0.07833735557737885,0,1,1,0.0,,0
2023-01-10 16:58:26,Courant,18.609873203266,44.03611612125503,Salarié,3580.698788960045,Bourgogne-Franche-Comté,64.8272929029655,Virement,Autre,France,20,6,Carte virtuelle,2.0,109.45347330380598,1,,530.6925591526181,1250.5287305335069,0.05183990684908819,1,1,1,1.0,4.0,0
2023-06-09 19:46:31,Épargne,55.147731739150714,54.53021911150722,Salarié,4230.824667547209,Bretagne,105.19642449811293,Retrait ATM,Autre,France,21,0,Carte physique,3.0,807.7001531315593,1,26.724080871468804,903.0613524661644,1034.4330279279611,0.10169476578762034,0,1,1,0.0,6.0,0
2023-02-19 05:58:56,Courant,70.92924838064943,43.82651575921506,Salarié,2579.7711319816513,Nouvelle-Aquitaine,86.90995636329585,Prélèvement,Autre,France,6,0,En ligne,4.0,706.253284914503,1,42.05321598058159,728.6952294516188,874.1732717103051,0.09941959926692565,0,1,1,0.0,4.0,0
2023-03-19 05:54:32,Jeune,41.70934870173118,37.45116210310807,Salarié,3576.419809968504,Occitanie,231.57813289012446,Achat en ligne,Voyage,France,20,0,En ligne,2.0,177.91755532208418,1,37.0654995640301,998.82368930751,1018.4323063308651,0.22738686847478115,1,1,1,1.0,4.0,0
2023-07-21 09:24:29,Courant,136.63110929170352,61.438304604059205,Indépendant,3258.8803253927163,Provence-Alpes-Côte d'Azur,59.47196690124096,Prélèvement,Autre,France,14,1,En ligne,3.0,378.1918920081738,1,1.7967784159423013,684.7946816639675,881.4616985967522,0.067469711952224,1,1,1,1.0,6.0,0
2023-05-19 03:35:24,Courant,55.96876772775781,60.431960500315114,Salarié,3216.268215427033,Île-de-France,113.19769239465809,Achat en magasin,Autre,Italie,20,3,Carte physique,3.0,66.24588690157069,1,13.891899521087103,423.9430171528296,674.420101992882,0.167844481592651,1,1,1,,7.0,0
2023-08-02 22:12:34,Courant,36.10251635708756,49.036276638711534,Retraité,2374.0114380654077,Hauts-de-France,77.67684970162347,Achat en ligne,Électronique,France,6,5,Sans contact,1.0,245.47802248662435,1,13.655247566938991,868.9411982091004,410.3998910549412,0.18927112651505235,1,1,1,,3.0,0
2023-12-29 17:43:52,Courant,32.66457990647016,35.20154794809986,Indépendant,4527.0270134535685,Bourgogne-Franche-Comté,30.731786432733276,Achat en magasin,Électronique,Allemagne,5,4,Carte virtuelle,2.0,39.500199180772555,1,48.106093301932766,838.1072186193999,1183.725182711339,0.025961926705269287,1,1,1,1.0,5.0,0
2023-04-06 04:28:16,Jeune,97.9832022344398,44.598379464649774,Salarié,3360.202826340267,Île-de-France,133.5582507526441,Achat en ligne,Autre,Italie,12,1,Mobile,4.0,466.36042746891496,1,22.69701183868235,1644.091365390812,573.2170512407159,0.23299769339303525,1,1,1,0.0,7.0,0
2023-06-11 12:19:56,Professionnel,42.998125270044255,45.583168640832525,Salarié,4784.517729947846,Occitanie,50.109548298840664,Achat en ligne,Alimentation,France,19,6,Mobile,1.0,115.60097350423412,1,43.9023952936589,1207.8369976604936,1304.8749942511686,0.038401799804277145,1,1,1,0.0,5.0,0
2023-08-27 23:57:51,Courant,39.08266423329395,58.83518335536718,Salarié,4623.369210178031,Bourgogne-Franche-Comté,166.5534861336377,Achat en magasin,Alimentation,France,6,1,Sans contact,3.0,96.59334831799018,2,44.577208156353564,889.8017803269316,1640.3374800509189,0.10153610958670993,1,1,1,0.0,2.0,0
2023-01-10 14:47:42,Épargne,41.664825155273746,40.418203651184335,Salarié,3407.6910234831475,Bourgogne-Franche-Comté,31.63125303658348,Achat en magasin,Alimentation,France,13,3,En ligne,2.0,78.11174016148689,1,10.10970860594371,977.6055898795015,1358.0722473690394,0.02329128888235655,1,1,1,0.0,3.0,0
2023-10-18 02:03:42,Épargne,28.68467070489526,45.42547607775093,Salarié,5243.0638637171305,Nouvelle-Aquitaine,40.617072985141554,Achat en ligne,Vêtements,France,16,3,En ligne,2.0,76.7115084899504,1,11.264831741367852,867.2963973467571,1636.4112061282497,0.024820823050485937,1,1,1,0.0,2.0,0
2023-10-23 16:02:26,Courant,85.38379617132316,47.80523315733471,Salarié,4775.997387358487,Île-de-France,135.22249646694593,Achat en ligne,Divertissement,France,13,4,Sans contact,1.0,78.54215428296003,1,15.38524036388387,1525.6381458167507,1379.3493500455697,0.09803353766939359,1,1,1,0.0,3.0,0
2023-08-19 18:00:55,Courant,59.001529202414915,40.95559973010617,Sans emploi,547.6877755838641,Auvergne-Rhône-Alpes,74.28103732156112,Achat en magasin,Services,France,8,1,Sans contact,3.0,39.445898853109355,2,15.867155830988972,993.0700727606054,184.95165905568763,0.40162406599010625,1,0,1,0.0,6.0,0
2023-04-17 23:36:13,Jeune,84.76523468980405,48.84261355970435,Retraité,1750.9695593381102,Grand Est,99.14158853693765,Virement,Autre,France,11,3,En ligne,0.0,29.742476561081293,1,8.70364471139976,1127.8629949124124,414.2492810166418,0.23932832977676258,1,1,1,0.0,1.0,0
2023-08-31 09:48:57,Jeune,96.1792749278142,46.67240163733571,Retraité,1229.8021934054432,Île-de-France,140.1462020886638,Achat en ligne,Santé,France,11,2,Mobile,2.0,264.67933232512013,1,20.90449673380071,1630.9504307981708,394.5643244671176,0.35519228018888815,1,1,1,0.0,3.0,0
2023-07-24 02:44:26,Jeune,31.592758197473923,32.761536341828425,Retraité,2685.1521151557245,Hauts-de-France,153.16335382611788,Achat en ligne,Électronique,France,4,4,Mobile,2.0,100.0419652634603,1,5.030558160411477,1091.6450505076168,779.8577021389588,0.19639910384423762,1,1,1,0.0,6.0,0
2023-05-22 07:17:44,Professionnel,83.23966173352542,36.66150781937816,Retraité,2412.3131580451454,Nouvelle-Aquitaine,166.33653806783258,Retrait ATM,Autre,France,10,2,En ligne,0.0,0.0,2,14.170533984826681,524.4252355373256,949.0727255962246,0.17526216229987746,1,1,1,,4.0,0
2023-04-01 12:17:09,Épargne,52.485059727882465,23.872645491529777,Salarié,2476.4174624415937,Auvergne-Rhône-Alpes,20.750139032027285,Achat en ligne,Alimentation,France,18,0,Carte physique,5.0,738.9922570281864,2,16.868360451052908,613.3493376198554,846.1789903761645,0.024522162885186875,1,1,1,0.0,5.0,0
2023-07-21 00:43:01,Courant,43.55814638267935,33.91585751759752,,3385.767406683676,Île-de-France,59.638676336046856,Achat en ligne,Autre,France,15,2,En ligne,1.0,57.3161395132594,1,7.878492926576714,1426.0776112224405,515.774774025993,0.11562930049975903,1,1,1,0.0,3.0,0
2023-07-17 13:55:45,Courant,75.9208775616623,66.39884060811197,,3659.024704995144,Grand Est,41.300065561440775,Achat en magasin,Alimentation,France,15,0,Mobile,1.0,98.22324053371995,1,5.651098937264386,2075.8340681971245,,0.04910930671337669,1,1,1,0.0,6.0,0
2023-08-01 10:30:07,Courant,18.807970852449877,54.924209709096495,,3001.5869558567815,Île-de-France,216.26891567802483,Retrait ATM,Autre,France,10,4,Sans contact,-5.0,254.57322999357103,1,5.016270560724281,478.1208300804649,596.9974521319319,0.3622610363004213,1,1,1,0.0,7.0,0
2023-01-13 07:00:57,Épargne,61.21463808867145,32.95562146770069,Retraité,2443.704325125634,Occitanie,119.69148351582949,Virement,Autre,États-Unis,11,1,Sans contact,2.0,245.08339987679673,1,25.458364042692956,602.2458436926682,523.4082632780844,0.2286770995287821,1,1,1,0.0,4.0,0
2023-04-16 20:59:58,Épargne,3.9345612861883437,35.700035224777636,Salarié,10436.943372558291,Nouvelle-Aquitaine,11.325642034288695,Achat en magasin,Bijouterie,Autre Europe,15,1,Mobile,4.0,7190.364812841337,1,10225.5376309971,64.64468164081848,14113.897763505496,0.0008024460871165984,1,1,0,6.0,8.0,1
2023-10-17 02:36:41,Professionnel,53.21688423704502,31.954656420424854,Étudiant,574.0477138992392,Grand Est,62.09526063119643,Achat en magasin,Santé,France,10,5,Mobile,1.0,41.60648087650529,1,12.58750281894773,663.856146733291,178.8352344188119,0.34722050625536327,1,1,1,,5.0,0
2023-07-21 16:27:36,Jeune,112.84771294651803,55.89209827715423,Salarié,4322.916011034671,Nouvelle-Aquitaine,94.3485817961904,Achat en magasin,Voyage,France,20,3,Carte physique,1.0,157.41597822600878,1,26.602709976163027,537.7259871991204,940.8210160617896,0.10028324217408208,0,1,1,0.0,2.0,0
